marker,wrist_left,wrist_left,wrist_left,wrist_left,wrist_left,thumb_cmc_left,thumb_cmc_left,thumb_cmc_left,thumb_cmc_left,thumb_cmc_left,thumb_mcp_left,thumb_mcp_left,thumb_mcp_left,thumb_mcp_left,thumb_mcp_left,thumb_ip_left,thumb_ip_left,thumb_ip_left,thumb_ip_left,thumb_ip_left,thumb_tip_left,thumb_tip_left,thumb_tip_left,thumb_tip_left,thumb_tip_left,index_finger_mcp_left,index_finger_mcp_left,index_finger_mcp_left,index_finger_mcp_left,index_finger_mcp_left,index_finger_pip_left,index_finger_pip_left,index_finger_pip_left,index_finger_pip_left,index_finger_pip_left,index_finger_dip_left,index_finger_dip_left,index_finger_dip_left,index_finger_dip_left,index_finger_dip_left,index_finger_tip_left,index_finger_tip_left,index_finger_tip_left,index_finger_tip_left,index_finger_tip_left,middle_finger_mcp_left,middle_finger_mcp_left,middle_finger_mcp_left,middle_finger_mcp_left,middle_finger_mcp_left,middle_finger_pip_left,middle_finger_pip_left,middle_finger_pip_left,middle_finger_pip_left,middle_finger_pip_left,middle_finger_dip_left,middle_finger_dip_left,middle_finger_dip_left,middle_finger_dip_left,middle_finger_dip_left,middle_finger_tip_left,middle_finger_tip_left,middle_finger_tip_left,middle_finger_tip_left,middle_finger_tip_left,ring_finger_mcp_left,ring_finger_mcp_left,ring_finger_mcp_left,ring_finger_mcp_left,ring_finger_mcp_left,ring_finger_pip_left,ring_finger_pip_left,ring_finger_pip_left,ring_finger_pip_left,ring_finger_pip_left,ring_finger_dip_left,ring_finger_dip_left,ring_finger_dip_left,ring_finger_dip_left,ring_finger_dip_left,ring_finger_tip_left,ring_finger_tip_left,ring_finger_tip_left,ring_finger_tip_left,ring_finger_tip_left,pinky_mcp_left,pinky_mcp_left,pinky_mcp_left,pinky_mcp_left,pinky_mcp_left,pinky_pip_left,pinky_pip_left,pinky_pip_left,pinky_pip_left,pinky_pip_left,pinky_dip_left,pinky_dip_left,pinky_dip_left,pinky_dip_left,pinky_dip_left,pinky_tip_left,pinky_tip_left,pinky_tip_left,pinky_tip_left,pinky_tip_left,wrist_right,wrist_right,wrist_right,wrist_right,wrist_right,thumb_cmc_right,thumb_cmc_right,thumb_cmc_right,thumb_cmc_right,thumb_cmc_right,thumb_mcp_right,thumb_mcp_right,thumb_mcp_right,thumb_mcp_right,thumb_mcp_right,thumb_ip_right,thumb_ip_right,thumb_ip_right,thumb_ip_right,thumb_ip_right,thumb_tip_right,thumb_tip_right,thumb_tip_right,thumb_tip_right,thumb_tip_right,index_finger_mcp_right,index_finger_mcp_right,index_finger_mcp_right,index_finger_mcp_right,index_finger_mcp_right,index_finger_pip_right,index_finger_pip_right,index_finger_pip_right,index_finger_pip_right,index_finger_pip_right,index_finger_dip_right,index_finger_dip_right,index_finger_dip_right,index_finger_dip_right,index_finger_dip_right,index_finger_tip_right,index_finger_tip_right,index_finger_tip_right,index_finger_tip_right,index_finger_tip_right,middle_finger_mcp_right,middle_finger_mcp_right,middle_finger_mcp_right,middle_finger_mcp_right,middle_finger_mcp_right,middle_finger_pip_right,middle_finger_pip_right,middle_finger_pip_right,middle_finger_pip_right,middle_finger_pip_right,middle_finger_dip_right,middle_finger_dip_right,middle_finger_dip_right,middle_finger_dip_right,middle_finger_dip_right,middle_finger_tip_right,middle_finger_tip_right,middle_finger_tip_right,middle_finger_tip_right,middle_finger_tip_right,ring_finger_mcp_right,ring_finger_mcp_right,ring_finger_mcp_right,ring_finger_mcp_right,ring_finger_mcp_right,ring_finger_pip_right,ring_finger_pip_right,ring_finger_pip_right,ring_finger_pip_right,ring_finger_pip_right,ring_finger_dip_right,ring_finger_dip_right,ring_finger_dip_right,ring_finger_dip_right,ring_finger_dip_right,ring_finger_tip_right,ring_finger_tip_right,ring_finger_tip_right,ring_finger_tip_right,ring_finger_tip_right,pinky_mcp_right,pinky_mcp_right,pinky_mcp_right,pinky_mcp_right,pinky_mcp_right,pinky_pip_right,pinky_pip_right,pinky_pip_right,pinky_pip_right,pinky_pip_right,pinky_dip_right,pinky_dip_right,pinky_dip_right,pinky_dip_right,pinky_dip_right,pinky_tip_right,pinky_tip_right,pinky_tip_right,pinky_tip_right,pinky_tip_right,nose,nose,nose,nose,nose,left_eye_inner,left_eye_inner,left_eye_inner,left_eye_inner,left_eye_inner,left_eye,left_eye,left_eye,left_eye,left_eye,left_eye_outer,left_eye_outer,left_eye_outer,left_eye_outer,left_eye_outer,right_eye_inner,right_eye_inner,right_eye_inner,right_eye_inner,right_eye_inner,right_eye,right_eye,right_eye,right_eye,right_eye,right_eye_outer,right_eye_outer,right_eye_outer,right_eye_outer,right_eye_outer,left_ear,left_ear,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,right_ear,right_ear,mouth_left,mouth_left,mouth_left,mouth_left,mouth_left, mouth_right, mouth_right, mouth_right, mouth_right, mouth_right,left_shoulder,left_shoulder,left_shoulder,left_shoulder,left_shoulder,right_shoulder,right_shoulder,right_shoulder,right_shoulder,right_shoulder,left_elbow,left_elbow,left_elbow,left_elbow,left_elbow,right_elbow,right_elbow,right_elbow,right_elbow,right_elbow,left_wrist,left_wrist,left_wrist,left_wrist,left_wrist,right_wrist,right_wrist,right_wrist,right_wrist,right_wrist,left_pinky,left_pinky,left_pinky,left_pinky,left_pinky,right_pinky,right_pinky,right_pinky,right_pinky,right_pinky,left_index,left_index,left_index,left_index,left_index,right_index,right_index,right_index,right_index,right_index,left_thumb,left_thumb,left_thumb,left_thumb,left_thumb,right_thumb,right_thumb,right_thumb,right_thumb,right_thumb,left_hip,left_hip,left_hip,left_hip,left_hip,right_hip,right_hip,right_hip,right_hip,right_hip,left_knee,left_knee,left_knee,left_knee,left_knee,right_knee,right_knee,right_knee,right_knee,right_knee,left_ankle,left_ankle,left_ankle,left_ankle,left_ankle,right_ankle,right_ankle,right_ankle,right_ankle,right_ankle,left_heel,left_heel,left_heel,left_heel,left_heel,right_heel,right_heel,right_heel,right_heel,right_heel,left_foot_index,left_foot_index,left_foot_index,left_foot_index,left_foot_index,right_foot_index,right_foot_index,right_foot_index,right_foot_index,right_foot_index
subindex,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence,x,y,z,visibility,presence
0,0.007092519197613001,-0.03865041956305504,0.06665978580713272,0.0,0.0,-0.011339525692164898,-0.03154171258211136,0.036986805498600006,0.0,0.0,-0.022731833159923553,-0.014750105328857899,0.018926724791526794,0.0,0.0,-0.021473146975040436,0.00021550273231696337,-0.0005747005343437195,0.0,0.0,-0.030635135248303413,0.014065345749258995,-0.01894383132457733,0.0,0.0,-0.00434014480561018,-0.0005568517372012138,-0.013459436595439911,0.0,0.0,-0.01000342145562172,0.007873800583183765,-0.01645621657371521,0.0,0.0,-0.02338755875825882,0.022828705608844757,-0.005476772785186768,0.0,0.0,-0.037133265286684036,0.03260350227355957,0.008768685162067413,0.0,0.0,0.00093131884932518,0.00034623363171704113,-0.00395585224032402,0.0,0.0,-0.0015917695127427578,0.014594722539186478,-0.0033693239092826843,0.0,0.0,-0.013817494735121727,0.0341351144015789,0.006129734218120575,0.0,0.0,-0.0313379280269146,0.04888242855668068,0.027296870946884155,0.0,0.0,0.003270211862400174,0.0008725087391212583,0.008234277367591858,0.0,0.0,0.004182306583970785,0.016769392415881157,0.008895056322216988,0.0,0.0,-0.006702610291540623,0.030157484114170074,0.02008989453315735,0.0,0.0,-0.02079518511891365,0.04214366152882576,0.03554491698741913,0.0,0.0,0.008257467299699783,0.002587286988273263,0.028287529945373535,0.0,0.0,0.005395147483795881,0.0098641999065876,0.026976246386766434,0.0,0.0,-0.0038927572313696146,0.026188384741544724,0.032525479793548584,0.0,0.0,-0.016356654465198517,0.03920943662524223,0.040272247046232224,0.0,0.0,-0.008507341146469116,-0.0592581108212471,0.06182977557182312,0.0,0.0,0.016801053658127785,-0.04671252891421318,0.04066426679491997,0.0,0.0,0.02697712369263172,-0.019730260595679283,0.03184877336025238,0.0,0.0,0.03582651913166046,0.005122685339301825,0.010024383664131165,0.0,0.0,0.04453137144446373,0.026884399354457855,-0.0019650161266326904,0.0,0.0,0.015522084198892117,-0.0012797581730410457,-0.006021928042173386,0.0,0.0,0.020465493202209473,0.021814169362187386,-0.010617226362228394,0.0,0.0,0.030518682673573494,0.038367319852113724,0.0027970969676971436,0.0,0.0,0.04128236696124077,0.049642935395240784,0.016807913780212402,0.0,0.0,0.0017994401277974248,0.0009417594410479069,-0.002602074295282364,0.0,0.0,0.009857282042503357,0.030330214649438858,-0.003180384635925293,0.0,0.0,0.023368844762444496,0.046009451150894165,0.009012989699840546,0.0,0.0,0.03298099711537361,0.058789078146219254,0.028682410717010498,0.0,0.0,-0.009135682135820389,0.002719306852668524,0.003141745924949646,0.0,0.0,-0.0002825203409884125,0.0231073759496212,0.0036234110593795776,0.0,0.0,0.011560135520994663,0.039182085543870926,0.015872448682785034,0.0,0.0,0.02342468872666359,0.04985387995839119,0.032334331423044205,0.0,0.0,-0.01790127158164978,-0.001140138483606279,0.016818717122077942,0.0,0.0,-0.012733149342238903,0.016141721978783607,0.016304556280374527,0.0,0.0,-0.0019269194453954697,0.03603113815188408,0.02638433873653412,0.0,0.0,0.010344954207539558,0.04322003945708275,0.03270464390516281,0.0,0.0,-0.021673910319805145,-0.618391215801239,-0.2183854579925537,0.9999843835830688,0.9998553991317749,-0.018199369311332703,-0.6583093404769897,-0.2072756290435791,0.9999363422393799,0.9995287656784058,-0.01786731742322445,-0.6587266325950623,-0.20662426948547363,0.9999384880065918,0.9995415210723877,-0.017975926399230957,-0.659095823764801,-0.20675301551818848,0.999935507774353,0.9995275735855103,-0.0490507036447525,-0.6500250697135925,-0.2055504322052002,0.9999393224716187,0.9995118379592896,-0.048726700246334076,-0.6510093808174133,-0.20633721351623535,0.9999394416809082,0.9994649291038513,-0.04881855472922325,-0.6522166132926941,-0.2054905891418457,0.99993896484375,0.999417781829834,0.030851216986775398,-0.6681798696517944,-0.10780000686645508,0.9998903274536133,0.9996169805526733,-0.11021587997674942,-0.6425208449363708,-0.11033010482788086,0.999920129776001,0.999488353729248,0.0027595325373113155,-0.6032285094261169,-0.18058133125305176,0.9999772310256958,0.999906063079834,-0.038335055112838745,-0.593720555305481,-0.18039345741271973,0.9999792575836182,0.9998823404312134,0.14575451612472534,-0.5033823847770691,-0.044152725487947464,0.9999853372573853,0.9999666213989258,-0.18773691356182098,-0.47325700521469116,-0.0565338134765625,0.9999657869338989,0.9998832941055298,0.18773344159126282,-0.266446590423584,-0.026382923126220703,0.9900173544883728,0.9998468160629272,-0.24750389158725739,-0.21741986274719238,-0.034268543124198914,0.9856654405593872,0.9994414448738098,0.20171315968036652,-0.03476613387465477,-0.1122293472290039,0.9885086417198181,0.999836802482605,-0.22279493510723114,0.019848931580781937,-0.11296641826629639,0.9688116908073425,0.9993336796760559,0.2094096690416336,0.05272610858082771,-0.13535284996032715,0.9776096343994141,0.9994476437568665,-0.21135160326957703,0.10698972642421722,-0.13071370124816895,0.9429702758789062,0.9987202882766724,0.17502690851688385,0.059816788882017136,-0.168715238571167,0.9789982438087463,0.9995642304420471,-0.18569697439670563,0.10023222863674164,-0.16034603118896484,0.9453786015510559,0.9988991022109985,0.18631985783576965,-0.013180375099182129,-0.12335681915283203,0.9744902849197388,0.99973064661026,-0.20234888792037964,0.03680995851755142,-0.12536334991455078,0.9384218454360962,0.9992408752441406,0.11283072084188461,0.0006323962588794529,0.0023245811462402344,0.9996885061264038,0.9997335076332092,-0.11326407641172409,-0.0009952789405360818,-0.0012927055358886719,0.9996492862701416,0.9996519088745117,0.09323226660490036,0.4029039442539215,-0.010331034660339355,0.9863653182983398,0.9996901750564575,-0.0938042625784874,0.38922926783561707,0.005113393068313599,0.985084593296051,0.9993292093276978,0.1135672777891159,0.772595226764679,0.08274984359741211,0.9760705232620239,0.991296648979187,-0.07495588064193726,0.7425961494445801,0.09421205520629883,0.9654526710510254,0.9891619682312012,0.11930712312459946,0.8173376321792603,0.08303546905517578,0.799052894115448,0.9792921543121338,-0.07500458508729935,0.7869908213615417,0.0951385498046875,0.731127917766571,0.9771348834037781,0.1499507576227188,0.8712786436080933,-0.039234161376953125,0.9506531357765198,0.906331479549408,-0.10054460912942886,0.8397487998008728,-0.026474952697753906,0.9376509785652161,0.9136261940002441
1,0.00742990430444479,-0.042236022651195526,0.06625902652740479,0.0,0.0,-0.011858480982482433,-0.031415633857250214,0.03410745784640312,0.0,0.0,-0.02027001418173313,-0.016104966402053833,0.015751108527183533,0.0,0.0,-0.02183537743985653,-0.004853505641222,-0.006241008639335632,0.0,0.0,-0.030543141067028046,0.01163026038557291,-0.023756176233291626,0.0,0.0,-0.001293199835345149,-0.003397014457732439,-0.015648886561393738,0.0,0.0,-0.010956448502838612,0.00659853545948863,-0.018066979944705963,0.0,0.0,-0.024547982960939407,0.02458544820547104,-0.0031172707676887512,0.0,0.0,-0.03407486155629158,0.0364537313580513,0.009401381015777588,0.0,0.0,0.0017862777458503842,-0.0015376905212178826,-0.0031451284885406494,0.0,0.0,-0.0032194789964705706,0.012666651047766209,-0.0015100613236427307,0.0,0.0,-0.011805878020823002,0.030489064753055573,0.008520103991031647,0.0,0.0,-0.025843562558293343,0.043536312878131866,0.02810397744178772,0.0,0.0,0.0024362090043723583,0.003520399099215865,0.009942904114723206,0.0,0.0,0.0016756901750341058,0.012780005112290382,0.009315121918916702,0.0,0.0,-0.007781220134347677,0.025507420301437378,0.01989758014678955,0.0,0.0,-0.019417516887187958,0.036779411137104034,0.03801064193248749,0.0,0.0,0.006156196817755699,0.0038485797122120857,0.028972625732421875,0.0,0.0,0.0029150652699172497,0.009994489140808582,0.028210991993546486,0.0,0.0,-0.0026862372178584337,0.02158529870212078,0.03428269922733307,0.0,0.0,-0.011311586946249008,0.0321788527071476,0.04095553606748581,0.0,0.0,-0.009531812742352486,-0.07274168729782104,0.05594537407159805,0.0,0.0,0.0161355622112751,-0.05201175436377525,0.03646024316549301,0.0,0.0,0.03025086410343647,-0.024526966735720634,0.02878798544406891,0.0,0.0,0.04326734319329262,0.0021874576341360807,0.014951027929782867,0.0,0.0,0.05511736124753952,0.02801671251654625,0.0034720003604888916,0.0,0.0,0.020643550902605057,-0.003248309949412942,-0.005784384906291962,0.0,0.0,0.02695399895310402,0.024675684049725533,-0.009851783514022827,0.0,0.0,0.035942599177360535,0.044966813176870346,0.00132790207862854,0.0,0.0,0.049070220440626144,0.060050081461668015,0.009840935468673706,0.0,0.0,0.0027368711307644844,0.0007323258905671537,-0.002775341272354126,0.0,0.0,0.012171466834843159,0.03164777532219887,-0.0020258501172065735,0.0,0.0,0.024958806112408638,0.04954672232270241,0.005730956792831421,0.0,0.0,0.03985629975795746,0.06909288465976715,0.0205104798078537,0.0,0.0,-0.0127729382365942,0.003263042541220784,0.003299027681350708,0.0,0.0,-0.001845029299147427,0.028207939118146896,0.006468292325735092,0.0,0.0,0.008263995870947838,0.04528516158461571,0.014299392700195312,0.0,0.0,0.021149052307009697,0.06025971099734306,0.024742141366004944,0.0,0.0,-0.020967774093151093,-0.001987038180232048,0.016632303595542908,0.0,0.0,-0.016851918771862984,0.015933740884065628,0.016373280435800552,0.0,0.0,-0.006771038752049208,0.03321567177772522,0.017851948738098145,0.0,0.0,0.0025852022226899862,0.04217261075973511,0.019710548222064972,0.0,0.0,-0.02420264296233654,-0.6238044500350952,-0.21833433210849762,0.9999845027923584,0.9998968839645386,-0.020530009642243385,-0.6632919311523438,-0.20718374848365784,0.9999365210533142,0.9996684789657593,-0.020207051187753677,-0.663749635219574,-0.20652447640895844,0.9999386072158813,0.9996778964996338,-0.020330851897597313,-0.6641077995300293,-0.20665884017944336,0.9999351501464844,0.999664306640625,-0.05134918540716171,-0.6550284028053284,-0.2050279825925827,0.999939501285553,0.9996459484100342,-0.051040809601545334,-0.6560111045837402,-0.20581792294979095,0.999939501285553,0.9996091723442078,-0.051125410944223404,-0.6572345495223999,-0.20498345792293549,0.9999385476112366,0.9995679259300232,0.030705280601978302,-0.6722590923309326,-0.10799656063318253,0.9998878836631775,0.999701201915741,-0.11026005446910858,-0.6463456153869629,-0.10890267044305801,0.9999186992645264,0.9995912909507751,0.0013119374634698033,-0.6083711385726929,-0.18063344061374664,0.9999768733978271,0.9999181032180786,-0.03980881720781326,-0.5989525318145752,-0.18024475872516632,0.9999789595603943,0.9998940229415894,0.1469298154115677,-0.5059404969215393,-0.047158580273389816,0.9999849796295166,0.9999589920043945,-0.1873965859413147,-0.47606605291366577,-0.05652216076850891,0.9999655485153198,0.9998713731765747,0.19360491633415222,-0.27015888690948486,-0.03511891886591911,0.9902179837226868,0.9998583793640137,-0.2509325444698334,-0.2224750965833664,-0.03577766939997673,0.985744297504425,0.9995057582855225,0.20171354711055756,-0.03861371800303459,-0.12392514199018478,0.9887647032737732,0.9998939037322998,-0.22728955745697021,0.01792357861995697,-0.11942099034786224,0.9687656760215759,0.9993869066238403,0.20851118862628937,0.04854775592684746,-0.1500805765390396,0.9779820442199707,0.99965500831604,-0.21630176901817322,0.10494320839643478,-0.13841556012630463,0.9427974224090576,0.9988815188407898,0.17347247898578644,0.05395321920514107,-0.181857168674469,0.9793351888656616,0.999735414981842,-0.18878822028636932,0.09754182398319244,-0.16620375216007233,0.945094645023346,0.999037504196167,0.18620231747627258,-0.017710555344820023,-0.13445071876049042,0.9748570322990417,0.9998303651809692,-0.20610415935516357,0.03471754118800163,-0.1315525323152542,0.9381404519081116,0.999319314956665,0.11275455355644226,0.0007745616021566093,0.002337848534807563,0.999696671962738,0.999779999256134,-0.1131771057844162,-0.0011282513150945306,-0.0013096467591822147,0.9996595978736877,0.9997735619544983,0.09365643560886383,0.4034571051597595,-0.0020787850953638554,0.9861281514167786,0.9997547268867493,-0.08862164616584778,0.3892410397529602,0.013920552097260952,0.9852784276008606,0.9996933937072754,0.11755110323429108,0.7728741765022278,0.10074082762002945,0.9761611819267273,0.9965494871139526,-0.07014878839254379,0.7423464059829712,0.1186424195766449,0.9662545919418335,0.9959482550621033,0.1245611384510994,0.8176385760307312,0.10269386321306229,0.8079946041107178,0.9926407933235168,-0.07065927237272263,0.7868014574050903,0.12181182950735092,0.7382493019104004,0.9916775226593018,0.1636008471250534,0.8712925314903259,-0.012983500026166439,0.9512473940849304,0.9601460695266724,-0.09914854168891907,0.8399226665496826,0.002223012037575245,0.9387561082839966,0.9652508497238159
2,0.008835901506245136,-0.04599054530262947,0.06995204091072083,0.0,0.0,-0.012213435024023056,-0.03653170168399811,0.03441320359706879,0.0,0.0,-0.024014074355363846,-0.018468642607331276,0.015853047370910645,0.0,0.0,-0.028104159981012344,-0.004032123368233442,-0.0070671215653419495,0.0,0.0,-0.03500749543309212,0.016239376738667488,-0.02372957020998001,0.0,0.0,-0.004047934431582689,-0.004430913832038641,-0.017017781734466553,0.0,0.0,-0.014385733753442764,0.008704648353159428,-0.01928696781396866,0.0,0.0,-0.027934551239013672,0.0268113873898983,-0.004937611520290375,0.0,0.0,-0.037479277700185776,0.038522668182849884,0.009015746414661407,0.0,0.0,0.0017267237417399883,-0.0019353041425347328,-0.0033953413367271423,0.0,0.0,-0.005191404838114977,0.017338145524263382,-0.0014190301299095154,0.0,0.0,-0.01367462333291769,0.033799778670072556,0.008750520646572113,0.0,0.0,-0.02638391964137554,0.04643642157316208,0.02898228168487549,0.0,0.0,0.004548301454633474,0.005208135116845369,0.010399296879768372,0.0,0.0,0.0012583277421072125,0.01676146313548088,0.008783750236034393,0.0,0.0,-0.00928840134292841,0.028755368664860725,0.020045965909957886,0.0,0.0,-0.01971331052482128,0.03761390224099159,0.04041869193315506,0.0,0.0,0.009350220672786236,0.004312761127948761,0.03129127621650696,0.0,0.0,0.003409194527193904,0.012203683145344257,0.029491418972611427,0.0,0.0,-0.0027269937563687563,0.02492818981409073,0.035214945673942566,0.0,0.0,-0.012407093308866024,0.031156567856669426,0.04478360712528229,0.0,0.0,-0.008382716216146946,-0.068043552339077,0.06624218821525574,0.0,0.0,0.017907332628965378,-0.05160655081272125,0.036918073892593384,0.0,0.0,0.030568819493055344,-0.024515576660633087,0.02594125270843506,0.0,0.0,0.04167119041085243,-0.00017541706620249897,0.006090415641665459,0.0,0.0,0.0539330430328846,0.02619289979338646,-0.00927378237247467,0.0,0.0,0.01749127171933651,-0.006451134104281664,-0.012381099164485931,0.0,0.0,0.02521664649248123,0.01981600932776928,-0.015054479241371155,0.0,0.0,0.03606909513473511,0.04150907322764397,-0.0011439621448516846,0.0,0.0,0.051211800426244736,0.05528731644153595,0.014379523694515228,0.0,0.0,0.0020602343138307333,-3.925518103642389e-05,-0.004919577389955521,0.0,0.0,0.013444206677377224,0.029629165306687355,-0.0007454752922058105,0.0,0.0,0.026604559272527695,0.04447382688522339,0.01085236668586731,0.0,0.0,0.04114044830203056,0.065854512155056,0.033136725425720215,0.0,0.0,-0.011036386713385582,0.005093462765216827,0.007693566381931305,0.0,0.0,-0.000553102872800082,0.028079336509108543,0.010633457452058792,0.0,0.0,0.010226310230791569,0.04397375136613846,0.023380011320114136,0.0,0.0,0.02373306266963482,0.05731581524014473,0.039897620677948,0.0,0.0,-0.017170988023281097,0.0021098535507917404,0.027486175298690796,0.0,0.0,-0.00893205776810646,0.019740460440516472,0.02863944321870804,0.0,0.0,0.001477171666920185,0.038156427443027496,0.03336828947067261,0.0,0.0,0.01201253104954958,0.04966128244996071,0.03937013819813728,0.0,0.0,-0.02438507415354252,-0.6202420592308044,-0.22967910766601562,0.9999848008155823,0.999916672706604,-0.020712630823254585,-0.6603104472160339,-0.21956250071525574,0.9999373555183411,0.9997339844703674,-0.02038840390741825,-0.6607892513275146,-0.2188674509525299,0.9999394416809082,0.9997451901435852,-0.02051377296447754,-0.6611499786376953,-0.21901096403598785,0.9999355673789978,0.9997363686561584,-0.05160433053970337,-0.652106761932373,-0.21680980920791626,0.9999403357505798,0.9997056126594543,-0.05129750818014145,-0.6530675292015076,-0.2176308035850525,0.9999404549598694,0.9996696710586548,-0.05137987062335014,-0.6542960405349731,-0.21681232750415802,0.9999389052391052,0.9996277093887329,0.030673827975988388,-0.6717446446418762,-0.11964194476604462,0.9998878240585327,0.9997702240943909,-0.11049634963274002,-0.6458073854446411,-0.11896941810846329,0.9999189972877502,0.9996324777603149,0.0011808915296569467,-0.6060519814491272,-0.19112880527973175,0.9999770522117615,0.9999364614486694,-0.040064532309770584,-0.5966785550117493,-0.19005723297595978,0.9999791383743286,0.9999148845672607,0.14729845523834229,-0.5065022110939026,-0.054879430681467056,0.9999852776527405,0.9999748468399048,-0.18748515844345093,-0.4761774241924286,-0.06319340318441391,0.9999659657478333,0.999879002571106,0.19704805314540863,-0.27074724435806274,-0.042136941105127335,0.9905769228935242,0.9998965263366699,-0.25180575251579285,-0.22249796986579895,-0.04394185543060303,0.9859345555305481,0.9995003938674927,0.20206524431705475,-0.038586463779211044,-0.13120879232883453,0.9890978336334229,0.99989914894104,-0.22834306955337524,0.018446175381541252,-0.13110946118831635,0.9686919450759888,0.9993577599525452,0.2084655463695526,0.04852083697915077,-0.15749000012874603,0.9784337878227234,0.9996622800827026,-0.21772807836532593,0.10532473772764206,-0.15189410746097565,0.942543625831604,0.9988343119621277,0.17327278852462769,0.05367641523480415,-0.19005785882472992,0.9797730445861816,0.9997335076332092,-0.1897384375333786,0.09774668514728546,-0.17862899601459503,0.9447944164276123,0.9989901185035706,0.1863226443529129,-0.017727011814713478,-0.14181289076805115,0.9753609299659729,0.9998311996459961,-0.20700547099113464,0.03518359363079071,-0.14317587018013,0.9377700090408325,0.9992849230766296,0.11274415999650955,0.0008012971375137568,0.0023389968555420637,0.9996979832649231,0.999762237071991,-0.11316379904747009,-0.0011548311449587345,-0.0013110246509313583,0.9996597766876221,0.9996873140335083,0.0936736986041069,0.4036827087402344,-0.0008348996634595096,0.9861348271369934,0.9997742772102356,-0.08717871457338333,0.38936781883239746,0.014992065727710724,0.9855903387069702,0.999614953994751,0.12232811003923416,0.7733321189880371,0.10104455798864365,0.976539671421051,0.9961340427398682,-0.06917840987443924,0.7423409819602966,0.1187155693769455,0.9672377705574036,0.9952095150947571,0.13018450140953064,0.8182144165039062,0.10278547555208206,0.8166472911834717,0.9917744994163513,-0.06980760395526886,0.7867996692657471,0.1216714009642601,0.7460600137710571,0.9905282258987427,0.16885800659656525,0.8713306188583374,-0.013478802517056465,0.9522708654403687,0.9571095705032349,-0.09835852682590485,0.8403947353363037,0.001664473908022046,0.9402218461036682,0.9611798524856567
