left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,asymmetry,asymmetry,asymmetry,asymmetry
single_limb_support,initial_double_support_asymmetry,step_duration_asymmetry,step_length,terminal_double_support_asymmetry,cadence,terminal_double_support,stride_length,stance_asymmetry,single_limb_support_asymmetry,double_support_asymmetry,stance,swing_asymmetry,gait_speed,swing,num_steps,initial_double_support,stride_duration,stride_duration_asymmetry,double_support,step_duration,single_limb_support,initial_double_support_asymmetry,step_duration_asymmetry,step_length,terminal_double_support_asymmetry,cadence,terminal_double_support,stride_length,stance_asymmetry,single_limb_support_asymmetry,double_support_asymmetry,stance,swing_asymmetry,gait_speed,swing,num_steps,initial_double_support,stride_duration,stride_duration_asymmetry,double_support,step_duration,stride_duration,cadence,swing,initial_double_support
,,,0.0,,115.99999999999999,,0.0,,,,,,0.0,0.24137931034482762,,-0.1724137931034483,0.4482758620689655,,,0.5172413793103449,,,,0.0,,66.92307692307692,,0.0,,,,,,0.0,1.0689655172413794,,0.27586206896551724,0.9655172413793104,,,0.896551724137931,53.57142857142857,42.3076923076923,77.41935483870968,162.5
,,,0.0,,434.99999999999983,,0.0,,,,,,0.0,0.31034482758620696,,-0.13793103448275867,0.5862068965517242,,,0.13793103448275867,,,,0.0,,69.60000000000001,,0.0,,,,,,0.0,1.0,,-0.1724137931034483,0.4137931034482758,,,0.8620689655172413,29.41176470588237,83.99999999999999,68.9655172413793,-24.99999999999996
,,,0.0,,193.33333333333337,,0.0,,,,,,0.0,0.3448275862068966,,0.586206896551724,0.586206896551724,,,0.31034482758620685,,,,0.0,,43.5,,0.0,,,,,,0.0,0.7931034482758623,,-0.034482758620689724,1.1034482758620692,,,1.3793103448275863,46.87500000000002,77.5,56.52173913043479,105.88235294117649
,,,0.0,,-158.18181818181813,,0.0,,,,,,0.0,0.6551724137931036,,0.3793103448275861,0.413793103448276,,,-0.3793103448275863,,,,0.0,,45.78947368421052,,0.0,,,,,,0.0,0.931034482758621,,-1.03448275862069,0.5172413793103448,,,1.310344827586207,19.999999999999957,445.45454545454544,29.629629629629633,372.72727272727286
,,,0.0,,174.0000000000001,,0.0,,,,,,0.0,1.4827586206896552,,1.6206896551724137,1.2413793103448274,,,0.34482758620689635,,,,0.0,,28.999999999999996,,0.0,,,,,,0.0,0.44827586206896575,,-1.137931034482759,1.1724137931034484,,,2.0689655172413794,5.555555555555531,83.33333333333334,69.76744186046511,170.21276595744683
,,,0.0,,-144.99999999999986,,0.0,,,,,,0.0,1.3448275862068964,,1.5517241379310343,0.4137931034482758,,,-0.41379310344827624,,,,0.0,,48.33333333333332,,0.0,,,,,,0.0,-0.3103448275862064,,-1.7586206896551726,0.4137931034482758,,,1.2413793103448278,0.0,399.9999999999998,123.07692307692304,213.33333333333337
,,,0.0,,158.18181818181813,,0.0,,,,,,0.0,2.03448275862069,,1.5172413793103448,1.2068965517241383,,,0.3793103448275863,,,,0.0,,29.49152542372881,,0.0,,,,,,0.0,0.5172413793103452,,-1.6551724137931036,1.206896551724138,,,2.03448275862069,3.679596310186232e-14,81.35593220338984,74.57627118644066,209.09090909090912
,,,0.0,,-133.8461538461539,,0.0,,,,,,0.0,1.7931034482758625,,1.7586206896551717,0.3793103448275863,,,-0.4482758620689653,,,,0.0,,47.02702702702704,,0.0,,,,,,0.0,-0.4827586206896548,,-2.241379310344828,0.4482758620689653,,,1.275862068965517,15.384615384615325,384.61538461538464,126.92307692307689,227.45098039215694
,,,0.0,,-158.18181818181813,,0.0,,,,,,0.0,1.8275862068965516,,3.0,0.5172413793103443,,,-0.3793103448275863,,,,0.0,,30.526315789473696,,0.0,,,,,,0.0,-1.0344827586206904,,-2.206896551724138,1.068965517241379,,,1.9655172413793096,51.612903225806484,618.1818181818178,156.60377358490572,173.5632183908046
