video,statistic,left_stride_length,left_initial_double_support,left_gait_speed,left_swing,left_step_length,left_cadence,left_stride_duration,left_step_duration,right_stride_length,right_initial_double_support,right_gait_speed,right_swing,right_step_length,right_cadence,right_stride_duration,right_step_duration,asymmetry_stride_duration,asymmetry_cadence,asymmetry_swing,asymmetry_initial_double_support
SCLD0008_2018-11-21_Visit1a_Med_OFF_StLine1_cropped,mean,0.0,-0.678,0.0,2.54,0.0,19.13482952958948,0.5177777777777778,3.2288888888888887,0.0,0.8174999999999999,0.0,-1.404,0.0,-31.561246479992974,0.49333333333333335,-2.082,54.52101108576565,249.5502425070251,177.78728204198973,inf
SCLD0008_2018-11-21_Visit1a_Med_OFF_StLine1_cropped,median,0.0,-0.8399999999999999,0.0,2.9000000000000004,0.0,17.75147928994083,0.5400000000000005,3.38,0.0,0.5599999999999999,0.0,-1.3100000000000003,0.0,-26.43633540372671,0.41000000000000014,-2.2700000000000005,56.521739130434746,242.8571428571429,151.7447610077702,192.8571428571429
