left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,asymmetry,asymmetry,asymmetry,asymmetry
single_limb_support,initial_double_support_asymmetry,step_duration_asymmetry,step_length,terminal_double_support_asymmetry,cadence,terminal_double_support,stride_length,stance_asymmetry,single_limb_support_asymmetry,double_support_asymmetry,stance,swing_asymmetry,gait_speed,swing,num_steps,initial_double_support,stride_duration,stride_duration_asymmetry,double_support,step_duration,single_limb_support,initial_double_support_asymmetry,step_duration_asymmetry,step_length,terminal_double_support_asymmetry,cadence,terminal_double_support,stride_length,stance_asymmetry,single_limb_support_asymmetry,double_support_asymmetry,stance,swing_asymmetry,gait_speed,swing,num_steps,initial_double_support,stride_duration,stride_duration_asymmetry,double_support,step_duration,stride_duration,cadence,swing,initial_double_support
,,,0.0,,-37.82608695652174,,0.0,,,,,,0.0,-1.7586206896551724,,0.13793103448275862,1.0689655172413792,,,-1.586206896551724,,,,0.0,,18.913043478260867,,0.0,,,,,,0.0,3.03448275862069,,0.1724137931034484,0.5172413793103452,,,3.1724137931034484,51.61290322580642,300.00000000000006,157.95454545454544,20.000000000000057
,,,0.0,,-57.999999999999986,,0.0,,,,,,0.0,-8.413793103448278,,0.13793103448275867,1.0689655172413792,,,-1.03448275862069,,,,0.0,,22.5974025974026,,0.0,,,,,,0.0,2.5172413793103448,,7.379310344827587,0.5517241379310343,,,2.655172413793103,48.387096774193566,356.6666666666666,434.24657534246586,98.13084112149532
,,,0.0,,-133.8461538461539,,0.0,,,,,,0.0,-8.068965517241379,,-0.27586206896551735,1.137931034482759,,,-0.4482758620689653,,,,0.0,,7.250000000000001,,0.0,,,,,,0.0,8.551724137931034,,7.620689655172414,6.689655172413793,,,8.275862068965516,82.98969072164948,1946.1538461538466,194.35483870967744,103.61990950226243
,,,0.0,,-9.775280898876405,,0.0,,,,,,0.0,-7.310344827586206,,-1.0689655172413794,1.0,,,-6.137931034482758,,,,0.0,,7.909090909090909,,0.0,,,,,,0.0,8.655172413793103,,1.1724137931034484,0.4482758620689662,,,7.586206896551724,55.17241379310338,223.59550561797752,184.4621513944223,191.1764705882353
,,,0.0,,-11.0828025477707,,0.0,,,,,,0.0,-6.482758620689655,,-1.3448275862068968,1.1724137931034484,,,-5.413793103448276,,,,0.0,,8.571428571428571,,0.0,,,,,,0.0,8.344827586206897,,1.068965517241379,0.4137931034482758,,,7.0,64.70588235294119,229.29936305732488,177.68595041322314,225.8064516129033
,,,0.0,,-12.700729927007298,,0.0,,,,,,0.0,-5.793103448275862,,-2.0689655172413794,1.1034482758620685,,,-4.724137931034483,,,,0.0,,9.109947643979057,,0.0,,,,,,0.0,8.655172413793103,,1.068965517241379,0.7586206896551726,,,6.586206896551724,31.249999999999957,239.41605839416061,166.93227091633466,293.54838709677426
,,,0.0,,-13.59375,,0.0,,,,,,0.0,-5.482758620689655,,-2.0344827586206895,1.06896551724138,,,-4.413793103448276,,,,0.0,,9.109947643979057,,0.0,,,,,,0.0,8.620689655172415,,1.068965517241379,1.1034482758620694,,,6.586206896551725,3.124999999999985,249.21875,163.6,290.32258064516134
,,,0.0,,-13.7007874015748,,0.0,,,,,,0.0,-4.724137931034482,,-1.931034482758621,1.137931034482758,,,-4.379310344827587,,,,0.0,,10.057803468208094,,0.0,,,,,,0.0,7.896551724137931,,0.344827586206895,0.4482758620689644,,,5.96551724137931,60.60606060606069,236.22047244094483,159.82532751091702,660.0000000000025
,,,0.0,,-15.963302752293577,,0.0,,,,,,0.0,-4.413793103448276,,-2.655172413793103,1.068965517241379,,,-3.7586206896551726,,,,0.0,,11.0126582278481,,0.0,,,,,,0.0,8.10344827586207,,0.6551724137931032,0.6206896551724146,,,5.448275862068966,41.93548387096765,244.954128440367,154.46808510638297,505.263157894737
,,,0.0,,-17.938144329896907,,0.0,,,,,,0.0,-3.724137931034482,,-3.068965517241379,1.0344827586206904,,,-3.344827586206897,,,,0.0,,12.608695652173912,,0.0,,,,,,0.0,7.827586206896552,,0.3793103448275854,0.3793103448275854,,,4.758620689655173,63.33333333333344,242.26804123711344,147.5770925110132,909.0909090909108
,,,0.0,,-37.0212765957447,,0.0,,,,,,0.0,-2.3103448275862064,,-3.0344827586206904,2.1034482758620694,,,-1.6206896551724128,,,,0.0,,13.282442748091603,,0.0,,,,,,0.0,7.551724137931036,,0.6896551724137936,0.793103448275863,,,4.517241379310345,62.295081967213086,378.72340425531934,130.59360730593605,539.9999999999998
,,,0.0,,-27.619047619047617,,0.0,,,,,,0.0,-2.4482758620689644,,-4.551724137931036,0.2413793103448274,,,-2.1724137931034484,,,,0.0,,22.597402597402613,,0.0,,,,,,0.0,7.206896551724137,,0.275862068965516,0.24137931034482563,,,2.6551724137931014,7.359192620372471e-13,222.2222222222221,133.9712918660287,1750.0000000000077
,,,0.0,,-37.82608695652178,,0.0,,,,,,0.0,-2.137931034482758,,-4.275862068965518,0.8275862068965516,,,-1.5862068965517224,,,,0.0,,18.51063829787235,,0.0,,,,,,0.0,7.517241379310343,,0.5517241379310356,0.8275862068965516,,,3.2413793103448256,0.0,304.34782608695656,128.44036697247708,874.9999999999986
,,,0.0,,26.36363636363634,,0.0,,,,,,0.0,2.3103448275862064,,-4.03448275862069,4.689655172413794,,,2.2758620689655196,,,,0.0,,22.025316455696192,,0.0,,,,,,0.0,6.758620689655174,,-0.03448275862068684,0.31034482758620996,,,2.724137931034484,93.3823529411764,16.455696202531605,65.81632653061226,-11600.000000000959
,,,0.0,,19.333333333333343,,0.0,,,,,,0.0,3.0344827586206904,,-8.10344827586207,1.137931034482758,,,3.1034482758620676,,,,0.0,,-52.727272727272755,,0.0,,,,,,0.0,6.965517241379311,,0.06896551724137723,0.8275862068965516,,,-1.137931034482758,27.27272727272724,372.7272727272727,56.43564356435643,11850.000000000355
,,,0.0,,18.125000000000004,,0.0,,,,,,0.0,3.4137931034482776,,-8.137931034482758,1.0344827586206904,,,3.3103448275862064,,,,0.0,,-31.071428571428594,,0.0,,,,,,0.0,6.206896551724139,,-0.10344827586207117,0.3448275862068968,,,-1.9310344827586192,66.66666666666666,271.42857142857156,44.99999999999998,-7766.666666666498
,,,0.0,,14.621848739495803,,0.0,,,,,,0.0,4.137931034482758,,-8.06896551724138,1.137931034482758,,,4.103448275862068,,,,0.0,,-26.76923076923075,,0.0,,,,,,0.0,5.827586206896552,,-0.03448275862069039,0.7241379310344804,,,-2.241379310344829,36.36363636363653,283.07692307692287,28.994082840236697,-23299.999999999505
,,,0.0,,13.384615384615385,,0.0,,,,,,0.0,4.551724137931032,,-8.13793103448276,1.1034482758620676,,,4.482758620689655,,,,0.0,,-20.232558139534888,,0.0,,,,,,0.0,5.17241379310345,,-0.06896551724137723,0.4137931034482776,,,-2.9655172413793096,62.4999999999998,251.16279069767447,12.00000000000008,-11700.000000000358
,,,0.0,,11.75675675675676,,0.0,,,,,,0.0,5.172413793103448,,-8.103448275862068,1.0344827586206904,,,5.103448275862068,,,,0.0,,-17.75510204081634,,0.0,,,,,,0.0,4.724137931034484,,-0.06896551724138078,0.6896551724137936,,,-3.3793103448275836,33.33333333333333,251.0204081632654,8.666666666666645,-11649.999999999747
,,,0.0,,11.082802547770704,,0.0,,,,,,0.0,5.793103448275861,,-8.03448275862069,1.0,,,5.413793103448274,,,,0.0,,-15.535714285714283,,0.0,,,,,,0.0,4.172413793103448,,-0.3793103448275872,0.551724137931032,,,-3.862068965517242,44.8275862068968,240.17857142857136,27.976190476190467,-2018.181818181813
