left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,asymmetry,asymmetry,asymmetry,asymmetry
stride_length,step_duration_asymmetry,double_support_asymmetry,initial_double_support,num_steps,initial_double_support_asymmetry,gait_speed,swing,swing_asymmetry,stance,stride_duration_asymmetry,step_length,terminal_double_support_asymmetry,stance_asymmetry,cadence,double_support,stride_duration,terminal_double_support,single_limb_support,single_limb_support_asymmetry,step_duration,stride_length,step_duration_asymmetry,double_support_asymmetry,initial_double_support,num_steps,initial_double_support_asymmetry,gait_speed,swing,swing_asymmetry,stance,stride_duration_asymmetry,step_length,terminal_double_support_asymmetry,stance_asymmetry,cadence,double_support,stride_duration,terminal_double_support,single_limb_support,single_limb_support_asymmetry,step_duration,stride_duration,cadence,swing,initial_double_support
0.0,,,0.2000800320128051,,,0.0,-1.3338668800853677,,,,0.0,,,-94.69894736842105,,1.2004801920768307,,,,-0.6335867680405496,0.0,,,0.7002801120448181,,,0.0,1.9674536481259173,,,,0.0,,,27.681230769230766,,0.33346672002134214,,,,2.1675336801387224,72.2222222222222,442.1052631578948,167.79661016949152,71.42857142857144
0.0,,,-0.4001600640256102,,,0.0,-1.7006802721088432,,,,0.0,,,-128.51999999999995,,0.500200080032013,,,,-0.46685340802987874,0.0,,,1.2338268640789645,,,0.0,1.8674136321195145,,,,0.0,,,40.89272727272727,,0.5002000800320126,,,,1.4672535680939043,8.878231483322449e-14,414.2857142857142,191.07142857142856,132.43243243243242
0.0,,,-0.36681339202347596,,,0.0,-1.5339469120981728,,,,0.0,,,-112.45500000000004,,0.4335067360277445,,,,-0.5335467520341468,0.0,,,1.000400160064026,,,0.0,1.9674536481259168,,,,0.0,,,37.485,,0.6335867680405496,,,,1.6006402561024409,31.57894736842105,400.00000000000017,177.96610169491527,136.66666666666666
0.0,,,0.23342670401493937,,,0.0,-1.2671735360810996,,,,0.0,,,-119.95199999999996,,0.6669334400426834,,,,-0.500200080032013,0.0,,,0.7669734560490866,,,0.0,1.4339068960917696,,,,0.0,,,35.98560000000001,,0.5002000800320126,,,,1.667333600106709,25.0,433.33333333333314,188.37209302325587,69.56521739130436
0.0,,,0.7669734560490862,,,0.0,-1.567293584100307,,,,0.0,,,-94.69894736842105,,0.36681339202347596,,,,-0.6335867680405496,0.0,,,0.9337068160597575,,,0.0,0.5335467520341473,,,,0.0,,,46.13538461538461,,0.3001200480192079,,,,1.3005202080832334,18.181818181818105,305.2631578947369,393.7499999999999,17.85714285714289
0.0,,,1.5006002400960385,,,0.0,-1.300520208083233,,,,0.0,,,-359.85600000000017,,0.7669734560490866,,,,-0.16673336001067085,0.0,,,1.1337868480725621,,,0.0,-0.2667733760170732,,,,0.0,,,48.62918918918917,,0.3001200480192079,,,,1.2338268640789654,60.8695652173913,840.0000000000006,-387.50000000000045,24.444444444444464
0.0,,,2.9678538081899424,,,0.0,-1.3338668800853677,,,,0.0,,,-449.819999999999,,0.3334667200213417,,,,-0.13338668800853704,0.0,,,1.2004801920768307,,,0.0,-1.9674536481259164,,,,0.0,,,59.97599999999998,,0.5335467520341473,,,,1.000400160064026,37.500000000000064,849.9999999999987,-47.49999999999993,59.55056179775281
0.0,,,3.2346271842070156,,,0.0,-0.8336668000533551,,,,0.0,,,899.64000000001,,0.7336267840469519,,,,0.06669334400426763,0.0,,,0.9003601440576228,,,0.0,-2.2675736961451243,,,,0.0,,,62.04413793103449,,0.300120048019207,,,,0.9670534880618913,59.09090909090917,93.10344827586215,-171.9999999999998,72.16494845360825
0.0,,,2.867813792183541,,,0.0,-5.435507536347872,,,,0.0,,,449.819999999999,,0.3668133920234764,,,,0.13338668800853704,0.0,,,5.568894224356409,,,0.0,-2.3342670401493937,,,,0.0,,,112.45499999999994,,0.3001200480192079,,,,0.5335467520341473,18.181818181818205,74.99999999999997,-132.85714285714278,48.50299401197603
0.0,,,2.767773776177137,,,0.0,-5.002000800320129,,,,0.0,,,94.69894736842105,,0.8003201280512204,,,,0.6335867680405496,0.0,,,5.635587568360679,,,0.0,-2.1008403361344534,,,,0.0,,,89.96400000000004,,0.5002000800320126,,,,0.6669334400426834,37.50000000000003,4.9999999999999485,-138.0952380952382,50.887573964497065
0.0,,,2.86781379218354,,,0.0,-4.735227424303054,,,,0.0,,,89.96399999999993,,0.5335467520341473,,,,0.6669334400426843,0.0,,,5.402160864345738,,,0.0,-2.7677737761771377,,,,0.0,,,599.7600000000014,,0.23342670401493937,,,,0.10004001600640233,56.250000000000014,85.00000000000004,-71.08433734939756,46.91358024691358
0.0,,,2.5343470721621975,,,0.0,-4.501800720288115,,,,0.0,,,54.523636363636314,,0.6669334400426843,,,,1.1004401760704292,0.0,,,5.602240896358544,,,0.0,1.3005202080832348,,,,0.0,,,15.645913043478258,,4.268374016273177,,,,3.834867280245432,84.37499999999999,71.30434782608694,446.15384615384573,54.76190476190478
0.0,,,2.86781379218354,,,0.0,-4.235027344271042,,,,0.0,,,-24.314594594594585,,0.7002801120448172,,,,-2.4676537281579307,0.0,,,1.7673736161131117,,,0.0,0.9670534880618913,,,,0.0,,,15.645913043478261,,0.6669334400426834,,,,3.8348672802454313,4.761904761904714,255.40540540540536,537.9310344827587,38.37209302325582
0.0,,,12.204881952781113,,,0.0,-3.4013605442176864,,,,0.0,,,-29.496393442622946,,1.1004401760704283,,,,-2.034146992130186,0.0,,,1.3672135520875006,,,0.0,-8.67013472055489,,,,0.0,,,16.974339622641512,,0.40016006402560933,,,,3.5347472322262234,63.636363636363726,273.7704918032786,-154.9019607843138,88.79781420765028
0.0,,,12.238228624783245,,,0.0,-3.434707216219822,,,,0.0,,,-29.496393442622946,,0.40016006402560933,,,,-2.034146992130186,0.0,,,1.4005602240896362,,,0.0,-9.136988128584766,,,,0.0,,,19.347096774193552,,0.6669334400426834,,,,3.1012404961984785,40.00000000000011,252.45901639344254,-166.0194174757281,88.5558583106267
0.0,,,13.338668800853677,,,0.0,-3.301320528211283,,,,0.0,,,-27.2618181818182,,0.5002000800320143,,,,-2.200880352140855,0.0,,,1.1004401760704283,,,0.0,-10.204081632653063,,,,0.0,,,19.141276595744678,,0.4335067360277449,,,,3.134587168200614,13.3333333333335,242.42424242424252,-209.09090909090926,91.75
0.0,,,13.47205548886221,,,0.0,-3.1012404961984785,,,,0.0,,,-28.560000000000006,,0.5335467520341464,,,,-2.1008403361344534,0.0,,,1.000400160064025,,,0.0,-10.470855008670133,,,,0.0,,,19.991999999999997,,0.3668133920234773,,,,3.001200480192077,31.249999999999687,242.85714285714292,-237.6344086021506,92.57425742574257
