left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry
step_duration,double_support,stance,double_support_asymmetry,terminal_double_support,swing_asymmetry,stride_length,stance_asymmetry,single_limb_support,step_length,stride_duration_asymmetry,num_steps,step_duration_asymmetry,gait_speed,stride_duration,terminal_double_support_asymmetry,initial_double_support,single_limb_support_asymmetry,swing,initial_double_support_asymmetry,cadence,step_duration,double_support,stance,double_support_asymmetry,terminal_double_support,swing_asymmetry,stride_length,stance_asymmetry,single_limb_support,step_length,stride_duration_asymmetry,num_steps,step_duration_asymmetry,gait_speed,stride_duration,terminal_double_support_asymmetry,initial_double_support,single_limb_support_asymmetry,swing,initial_double_support_asymmetry,cadence,stride_duration,step_duration,stance,swing,terminal_double_support,initial_double_support,double_support,single_limb_support
2.533333333333333,,-2.7,,-3.066666666666667,,0.0,,0.5333333333333334,0.0,,,,0.0,0.3666666666666667,,-2.8,,3.066666666666667,,23.68421052631579,-1.0666666666666667,,-0.6333333333333333,,-1.7333333333333334,,0.0,,2.8,0.0,,,,0.0,1.1,,-0.5333333333333334,,1.7333333333333334,,-56.25,66.66666666666666,142.10526315789474,-326.3157894736843,43.47826086956522,-76.92307692307693,-424.9999999999999,,80.95238095238095
1.6666666666666667,,-2.7333333333333334,,-2.966666666666667,,0.0,,1.3,0.0,,,,0.0,0.2333333333333334,,-0.6000000000000001,,2.966666666666667,,36.0,0.1333333333333333,,0.8333333333333333,,-0.7333333333333334,,0.0,,0.6000000000000001,0.0,,,,0.0,1.5666666666666667,,-1.3,,0.7333333333333334,,450.0000000000001,85.1063829787234,92.0,428.0,75.28089887640449,-304.54545454545456,-116.66666666666666,,53.84615384615385
0.5,,-2.533333333333333,,-2.9333333333333336,,0.0,,2.4333333333333336,0.0,,,,0.0,0.3999999999999999,,0.16666666666666652,,2.9333333333333336,,120.0,0.6000000000000001,,0.2666666666666666,,-0.43333333333333357,,0.0,,-0.16666666666666652,0.0,,,,0.0,0.7000000000000002,,-2.4333333333333336,,0.43333333333333357,,99.99999999999999,42.85714285714288,16.66666666666668,1050.0000000000002,85.22727272727272,-576.9230769230767,1560.0000000000014,,106.84931506849313
0.09999999999999964,,-2.7,,-3.0,,0.0,,2.9000000000000004,0.0,,,,0.0,0.2999999999999998,,0.4666666666666668,,3.0,,600.0000000000022,0.666666666666667,,0.2666666666666666,,-0.20000000000000018,,0.0,,-0.4666666666666668,0.0,,,,0.0,0.4666666666666668,,-2.9000000000000004,,0.20000000000000018,,89.99999999999996,35.71428571428577,85.00000000000007,1112.5000000000005,93.33333333333333,-1399.9999999999989,721.4285714285713,,116.0919540229885
0.2666666666666666,,-2.6666666666666665,,-3.3000000000000003,,0.0,,3.0333333333333337,0.0,,,,0.0,0.6333333333333337,,0.6333333333333337,,3.3000000000000003,,225.00000000000006,1.2666666666666666,,0.2666666666666666,,-0.6333333333333329,,0.0,,-0.6333333333333337,0.0,,,,0.0,0.8999999999999995,,-3.0333333333333337,,0.6333333333333329,,47.36842105263158,29.62962962962954,78.94736842105263,1100.0000000000002,80.80808080808083,-421.0526315789478,578.9473684210524,,120.87912087912089
0.3333333333333339,,-2.2333333333333334,,-3.2,,0.0,,2.8666666666666663,0.0,,,,0.0,0.9666666666666668,,1.1333333333333329,,3.2,,179.9999999999997,3.5,,0.5,,-2.366666666666667,,0.0,,-1.1333333333333329,0.0,,,,0.0,2.866666666666667,,-2.8666666666666663,,2.366666666666667,,17.142857142857142,66.27906976744187,90.47619047619045,546.6666666666666,26.041666666666657,-35.211267605633786,352.9411764705883,,139.53488372093022
-2.1333333333333337,,-2.066666666666667,,-2.4666666666666663,,0.0,,4.6,0.0,,,,0.0,0.39999999999999947,,0.5,,2.4666666666666663,,-28.124999999999993,3.4333333333333336,,-2.033333333333333,,-2.9333333333333336,,0.0,,-0.5,0.0,,,,0.0,0.9000000000000004,,-4.6,,2.9333333333333336,,17.475728155339805,55.555555555555635,162.13592233009712,-1.639344262295098,15.909090909090928,-18.918918918918944,1019.9999999999999,,110.86956521739131
-1.7666666666666675,,-1.7333333333333334,,-3.0,,0.0,,4.7666666666666675,0.0,,,,0.0,1.2666666666666666,,0.4666666666666668,,3.0,,-33.96226415094338,3.5666666666666673,,-2.5666666666666673,,-3.1000000000000005,,0.0,,-0.4666666666666668,0.0,,,,0.0,0.5333333333333332,,-4.7666666666666675,,3.1000000000000005,,16.82242990654205,57.89473684210527,149.53271028037386,-48.07692307692311,3.22580645161292,-3.3333333333333512,1121.4285714285713,,109.79020979020979
-1.3000000000000007,,-2.2666666666666666,,-3.2666666666666666,,0.0,,4.566666666666667,0.0,,,,0.0,1.0,,-0.36666666666666625,,3.2666666666666666,,-46.15384615384613,2.533333333333333,,-2.666666666666667,,-2.8999999999999995,,0.0,,0.36666666666666625,0.0,,,,0.0,0.2333333333333325,,-4.566666666666667,,2.8999999999999995,,23.68421052631579,76.66666666666674,151.31578947368425,-17.647058823529427,11.224489795918382,-12.643678160919558,-1145.454545454547,,91.97080291970804
