left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,asymmetry,asymmetry,asymmetry,asymmetry
stride_length,step_duration_asymmetry,double_support_asymmetry,initial_double_support,num_steps,initial_double_support_asymmetry,gait_speed,swing,swing_asymmetry,stance,stride_duration_asymmetry,step_length,terminal_double_support_asymmetry,stance_asymmetry,cadence,double_support,stride_duration,terminal_double_support,single_limb_support,single_limb_support_asymmetry,step_duration,stride_length,step_duration_asymmetry,double_support_asymmetry,initial_double_support,num_steps,initial_double_support_asymmetry,gait_speed,swing,swing_asymmetry,stance,stride_duration_asymmetry,step_length,terminal_double_support_asymmetry,stance_asymmetry,cadence,double_support,stride_duration,terminal_double_support,single_limb_support,single_limb_support_asymmetry,step_duration,stride_duration,cadence,swing,initial_double_support
0.0,,,-0.15999999999999992,,,0.0,3.06,,,,0.0,,,20.979020979020977,,1.1600000000000001,,,,2.8600000000000003,0.0,,,-0.19999999999999998,,,0.0,-1.28,,,,0.0,,,-41.66666666666667,,0.26000000000000006,,,,-1.44,77.58620689655173,298.61111111111114,141.83006535947712,-25.00000000000005
0.0,,,-0.96,,,0.0,3.1599999999999997,,,,0.0,,,18.633540372670808,,0.6199999999999997,,,,3.2199999999999998,0.0,,,0.05999999999999994,,,0.0,-1.3400000000000003,,,,0.0,,,-26.08695652173913,,0.29999999999999993,,,,-2.3000000000000003,51.61290322580644,240.0,142.40506329113924,1700.0000000000018
0.0,,,-0.8999999999999999,,,0.0,3.4600000000000004,,,,0.0,,,17.341040462427742,,0.5400000000000005,,,,3.4600000000000004,0.0,,,0.0,,,0.0,-1.5199999999999998,,,,0.0,,,-24.793388429752067,,0.5000000000000001,,,,-2.42,7.40740740740747,242.97520661157031,143.9306358381503,inf
0.0,,,-0.9600000000000004,,,0.0,2.74,,,,0.0,,,16.75977653631285,,0.6200000000000001,,,,3.58,0.0,,,0.8400000000000001,,,0.0,-1.2799999999999998,,,,0.0,,,-26.785714285714285,,0.72,,,,-2.24,13.88888888888887,259.82142857142856,146.71532846715326,214.28571428571433
0.0,,,-0.8600000000000003,,,0.0,3.1,,,,0.0,,,17.75147928994083,,0.5199999999999996,,,,3.38,0.0,,,0.2799999999999998,,,0.0,-1.7600000000000002,,,,0.0,,,-22.900763358778622,,0.23999999999999977,,,,-2.6200000000000006,53.846153846153854,229.00763358778624,156.7741935483871,407.14285714285745
0.0,,,-0.9000000000000004,,,0.0,2.5199999999999996,,,,0.0,,,15.873015873015873,,0.6399999999999997,,,,3.78,0.0,,,1.2600000000000002,,,0.0,-1.9999999999999996,,,,0.0,,,-20.689655172413794,,0.2400000000000002,,,,-2.9,62.49999999999994,230.34482758620692,179.36507936507937,171.42857142857144
0.0,,,-0.8199999999999994,,,0.0,1.7000000000000002,,,,0.0,,,15.544041450777202,,0.3200000000000003,,,,3.86,0.0,,,2.1599999999999997,,,0.0,-1.54,,,,0.0,,,-25.42372881355933,,1.1800000000000002,,,,-2.3599999999999994,72.88135593220338,263.55932203389835,190.58823529411762,137.96296296296293
0.0,,,-0.6799999999999997,,,0.0,0.5800000000000001,,,,0.0,,,22.058823529411768,,0.040000000000000036,,,,2.7199999999999998,0.0,,,2.1399999999999997,,,0.0,-1.2800000000000002,,,,0.0,,,-30.612244897959183,,0.7199999999999998,,,,-1.96,94.44444444444444,238.7755102040816,320.6896551724138,131.77570093457942
0.0,,,-0.3200000000000003,,,0.0,,,,,0.0,,,27.27272727272727,,0.20000000000000018,,,,2.2,0.0,,,,,,0.0,-1.2199999999999998,,,,0.0,,,-38.96103896103896,,0.45999999999999996,,,,-1.54,56.521739130434746,242.8571428571429,,
,,,-0.21999999999999975,,,,,,,,0.0,,,,,,,,,,,,,,,,,-0.8200000000000003,,,,0.0,,,-57.69230769230769,,0.7000000000000002,,,,-1.04,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3600000000000003,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23999999999999932,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
